"","Song","Artist","Genre","Position","Year","Week"
"16095","Wide awake","Katy Perry","Rock alternativo",20,2012,37
"16096","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",21,2012,37
"16097","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",22,2012,37
"16098","Don't wake me up","Chris Brown","Rap metal, metal industrial",23,2012,37
"16099","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",24,2012,37
"16100","Starships","Nicki Minaj","Eurodance, Europop",25,2012,37
"16101","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",26,2012,37
"16102","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",27,2012,37
"16103","No me compares","Alejandro Sanz","Vallenato",28,2012,37
"16104","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",29,2012,37
"16105","Una sola voz","Macaco","Pop latino",30,2012,37
"16106","Boys will be boys","Paulina Rubio",", Hip hop, pop",31,2012,37
"16107","Girl on fire","Alicia Keys","R&B, hip hop",32,2012,37
"16108","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",33,2012,37
"16109","What goes around comes around","Dover","Metal",34,2012,37
"16110","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",35,2012,37
"16111","Princess of China","Coldplay;Rihanna","Electropop, Pop",36,2012,37
"16112","Me pones tierno","Rasel;Carlos Baute","unknown",37,2012,37
"16113","Lady (Spanglish version)","Crossfire","Country pop, soft rock",38,2012,37
"16114","Timebomb","Kylie Minogue","Indie pop, EDM",39,2012,37
"16115","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",40,2012,37
"16116","Pan y mantequilla","Efecto Pasillo","unknown",1,2012,38
"16117","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",2,2012,38
"16118","Call me maybe","Carly Rae Jepsen","Dance, synthpop",3,2012,38
"16119","Drive by","Train","Soft rock, rock alternativo",4,2012,38
"16120","Tanto","Pablo Alborán","Piano popBalada",5,2012,38
"16121","We are young","Fun.;Janelle Monaé","Pop rock",6,2012,38
"16122","Don't give up my game","Auryn","unknown",7,2012,38
"16123","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",8,2012,38
"16124","Somebody that I used to know","Gotye;Kimbra","unknown",9,2012,38
"16125","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",10,2012,38
"16126","Payphone","Maroon 5;Wiz Khalifa","Pop",11,2012,38
"16127","Summer paradise","Simple Plan;Sean Paul","Rock",12,2012,38
"16128","Wide awake","Katy Perry","Rock alternativo",13,2012,38
"16129","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",14,2012,38
"16130","Blow me (One last kiss)","P!nk","Pop rock",15,2012,38
"16131","Última noche en la tierra","La Musicalité","unknown",16,2012,38
"16132","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",17,2012,38
"16133","Scream","Usher","Thrash metal, Metalcore",18,2012,38
"16134","Don't wake me up","Chris Brown","Rap metal, metal industrial",19,2012,38
"16135","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",20,2012,38
"16136","Balada","Gusttavo Lima","unknown",21,2012,38
"16137","Se vende","Alejandro Sanz","Comedia / Mediometraje",22,2012,38
"16138","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",23,2012,38
"16139","Set fire to the rain","Adele","Soul, jazz, blues, pop",24,2012,38
"16140","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",25,2012,38
"16141","Starships","Nicki Minaj","Eurodance, Europop",26,2012,38
"16142","Girl on fire","Alicia Keys","R&B, hip hop",27,2012,38
"16143","Una sola voz","Macaco","Pop latino",28,2012,38
"16144","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",29,2012,38
"16145","Tacatá","Tacabro","unknown",30,2012,38
"16146","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",31,2012,38
"16147","Candy","Robbie Williams","Pop",32,2012,38
"16148","What goes around comes around","Dover","Metal",33,2012,38
"16149","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos","Reggaeton, ""Dance tropical""",34,2012,38
"16150","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",35,2012,38
"16151","Princess of China","Coldplay;Rihanna","Electropop, Pop",36,2012,38
"16152","Boys will be boys","Paulina Rubio",", Hip hop, pop",37,2012,38
"16153","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",38,2012,38
"16154","Me pones tierno","Rasel;Carlos Baute","unknown",39,2012,38
"16155","Timebomb","Kylie Minogue","Indie pop, EDM",40,2012,38
"16156","Call me maybe","Carly Rae Jepsen","Dance, synthpop",1,2012,39
"16157","Pan y mantequilla","Efecto Pasillo","unknown",2,2012,39
"16158","Tanto","Pablo Alborán","Piano popBalada",3,2012,39
"16159","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",4,2012,39
"16160","Drive by","Train","Soft rock, rock alternativo",5,2012,39
"16161","Don't give up my game","Auryn","unknown",6,2012,39
"16162","We are young","Fun.;Janelle Monaé","Pop rock",7,2012,39
"16163","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",8,2012,39
"16164","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",9,2012,39
"16165","Wide awake","Katy Perry","Rock alternativo",10,2012,39
"16166","Summer paradise","Simple Plan;Sean Paul","Rock",11,2012,39
"16167","Somebody that I used to know","Gotye;Kimbra","unknown",12,2012,39
"16168","Blow me (One last kiss)","P!nk","Pop rock",13,2012,39
"16169","Payphone","Maroon 5;Wiz Khalifa","Pop",14,2012,39
"16170","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",15,2012,39
"16171","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",16,2012,39
"16172","Última noche en la tierra","La Musicalité","unknown",17,2012,39
"16173","Don't wake me up","Chris Brown","Rap metal, metal industrial",18,2012,39
"16174","Se vende","Alejandro Sanz","Comedia / Mediometraje",19,2012,39
"16175","Set fire to the rain","Adele","Soul, jazz, blues, pop",20,2012,39
"16176","Scream","Usher","Thrash metal, Metalcore",21,2012,39
"16177","Balada","Gusttavo Lima","unknown",22,2012,39
"16178","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",23,2012,39
"16179","Girl on fire","Alicia Keys","R&B, hip hop",24,2012,39
"16180","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",25,2012,39
"16181","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos","Reggaeton, ""Dance tropical""",26,2012,39
"16182","Una sola voz","Macaco","Pop latino",27,2012,39
"16183","Candy","Robbie Williams","Pop",28,2012,39
"16184","Starships","Nicki Minaj","Eurodance, Europop",29,2012,39
"16185","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",30,2012,39
"16186","Don't stop the party","Pitbull;TJR","Dance pop, Eurodance, pop latino",31,2012,39
"16187","What goes around comes around","Dover","Metal",32,2012,39
"16188","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",33,2012,39
"16189","Celebrating life","Xuso Jones","unknown",34,2012,39
"16190","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",35,2012,39
"16191","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",36,2012,39
"16192","Princess of China","Coldplay;Rihanna","Electropop, Pop",37,2012,39
"16193","Tacatá","Tacabro","unknown",38,2012,39
"16194","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",39,2012,39
"16195","Me pones tierno","Rasel;Carlos Baute","unknown",40,2012,39
"16196","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",1,2012,40
"16197","Call me maybe","Carly Rae Jepsen","Dance, synthpop",2,2012,40
"16198","Tanto","Pablo Alborán","Piano popBalada",3,2012,40
"16199","Pan y mantequilla","Efecto Pasillo","unknown",4,2012,40
"16200","Don't give up my game","Auryn","unknown",5,2012,40
"16201","Drive by","Train","Soft rock, rock alternativo",6,2012,40
"16202","Wide awake","Katy Perry","Rock alternativo",7,2012,40
"16203","We are young","Fun.;Janelle Monaé","Pop rock",8,2012,40
"16204","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",9,2012,40
"16205","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",10,2012,40
"16206","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",11,2012,40
"16207","Blow me (One last kiss)","P!nk","Pop rock",12,2012,40
"16208","Se vende","Alejandro Sanz","Comedia / Mediometraje",13,2012,40
"16209","Somebody that I used to know","Gotye;Kimbra","unknown",14,2012,40
"16210","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",15,2012,40
"16211","Summer paradise","Simple Plan;Sean Paul","Rock",16,2012,40
"16212","Don't wake me up","Chris Brown","Rap metal, metal industrial",17,2012,40
"16213","Set fire to the rain","Adele","Soul, jazz, blues, pop",18,2012,40
"16214","Payphone","Maroon 5;Wiz Khalifa","Pop",19,2012,40
"16215","Girl on fire","Alicia Keys","R&B, hip hop",20,2012,40
"16216","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos","Reggaeton, ""Dance tropical""",21,2012,40
"16217","Scream","Usher","Thrash metal, Metalcore",22,2012,40
"16218","Última noche en la tierra","La Musicalité","unknown",23,2012,40
"16219","Balada","Gusttavo Lima","unknown",24,2012,40
"16220","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",25,2012,40
"16221","Una sola voz","Macaco","Pop latino",26,2012,40
"16222","Candy","Robbie Williams","Pop",27,2012,40
"16223","Don't stop the party","Pitbull;TJR","Dance pop, Eurodance, pop latino",28,2012,40
"16224","Celebrating life","Xuso Jones","unknown",29,2012,40
"16225","Starships","Nicki Minaj","Eurodance, Europop",30,2012,40
"16226","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",31,2012,40
"16227","Lágrimas desordenadas","Melendi","Pop-Rock",32,2012,40
"16228","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",33,2012,40
"16229","Live while we're young","One Direction","Pop",34,2012,40
"16230","What goes around comes around","Dover","Metal",35,2012,40
"16231","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",36,2012,40
"16232","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",37,2012,40
"16233","Princess of China","Coldplay;Rihanna","Electropop, Pop",38,2012,40
"16234","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",39,2012,40
"16235","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",40,2012,40
"16236","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",1,2012,41
"16237","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",2,2012,41
"16238","Tanto","Pablo Alborán","Piano popBalada",3,2012,41
"16239","Call me maybe","Carly Rae Jepsen","Dance, synthpop",4,2012,41
"16240","Wide awake","Katy Perry","Rock alternativo",5,2012,41
"16241","Pan y mantequilla","Efecto Pasillo","unknown",6,2012,41
"16242","Don't give up my game","Auryn","unknown",7,2012,41
"16243","Drive by","Train","Soft rock, rock alternativo",8,2012,41
"16244","Se vende","Alejandro Sanz","Comedia / Mediometraje",9,2012,41
"16245","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",10,2012,41
"16246","We are young","Fun.;Janelle Monaé","Pop rock",11,2012,41
"16247","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",12,2012,41
"16248","Blow me (One last kiss)","P!nk","Pop rock",13,2012,41
"16249","Don't wake me up","Chris Brown","Rap metal, metal industrial",14,2012,41
"16250","Girl on fire","Alicia Keys","R&B, hip hop",15,2012,41
"16251","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",16,2012,41
"16252","Set fire to the rain","Adele","Soul, jazz, blues, pop",17,2012,41
"16253","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos","Reggaeton, ""Dance tropical""",18,2012,41
"16254","Somebody that I used to know","Gotye;Kimbra","unknown",19,2012,41
"16255","Summer paradise","Simple Plan;Sean Paul","Rock",20,2012,41
"16256","Payphone","Maroon 5;Wiz Khalifa","Pop",21,2012,41
"16257","Candy","Robbie Williams","Pop",22,2012,41
"16258","Live while we're young","One Direction","Pop",23,2012,41
"16259","Don't stop the party","Pitbull;TJR","Dance pop, Eurodance, pop latino",24,2012,41
"16260","Scream","Usher","Thrash metal, Metalcore",25,2012,41
"16261","Lágrimas desordenadas","Melendi","Pop-Rock",26,2012,41
"16262","Celebrating life","Xuso Jones","unknown",27,2012,41
"16263","Balada","Gusttavo Lima","unknown",28,2012,41
"16264","Diamonds","Rihanna","Synthpop",29,2012,41
"16265","Una sola voz","Macaco","Pop latino",30,2012,41
"16266","Starships","Nicki Minaj","Eurodance, Europop",31,2012,41
"16267","Última noche en la tierra","La Musicalité","unknown",32,2012,41
"16268","Locked out of heaven","Bruno Mars","Reggae rock",33,2012,41
"16269","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",34,2012,41
"16270","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",35,2012,41
"16271","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",36,2012,41
"16272","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",37,2012,41
"16273","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",38,2012,41
"16274","Princess of China","Coldplay;Rihanna","Electropop, Pop",39,2012,41
"16275","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",40,2012,41
"16276","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",1,2012,42
"16277","Tanto","Pablo Alborán","Piano popBalada",2,2012,42
"16278","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",3,2012,42
"16279","Se vende","Alejandro Sanz","Comedia / Mediometraje",4,2012,42
"16280","Wide awake","Katy Perry","Rock alternativo",5,2012,42
"16281","Call me maybe","Carly Rae Jepsen","Dance, synthpop",6,2012,42
"16282","Pan y mantequilla","Efecto Pasillo","unknown",7,2012,42
"16283","Don't give up my game","Auryn","unknown",8,2012,42
"16284","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",9,2012,42
"16285","Drive by","Train","Soft rock, rock alternativo",10,2012,42
"16286","Set fire to the rain","Adele","Soul, jazz, blues, pop",11,2012,42
"16287","We are young","Fun.;Janelle Monaé","Pop rock",12,2012,42
"16288","Girl on fire","Alicia Keys","R&B, hip hop",13,2012,42
"16289","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",14,2012,42
"16290","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos","Reggaeton, ""Dance tropical""",15,2012,42
"16291","Don't wake me up","Chris Brown","Rap metal, metal industrial",16,2012,42
"16292","Blow me (One last kiss)","P!nk","Pop rock",17,2012,42
"16293","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",18,2012,42
"16294","Diamonds","Rihanna","Synthpop",19,2012,42
"16295","Candy","Robbie Williams","Pop",20,2012,42
"16296","Live while we're young","One Direction","Pop",21,2012,42
"16297","Somebody that I used to know","Gotye;Kimbra","unknown",22,2012,42
"16298","Lágrimas desordenadas","Melendi","Pop-Rock",23,2012,42
"16299","Don't stop the party","Pitbull;TJR","Dance pop, Eurodance, pop latino",24,2012,42
"16300","Summer paradise","Simple Plan;Sean Paul","Rock",25,2012,42
"16301","Payphone","Maroon 5;Wiz Khalifa","Pop",26,2012,42
"16302","Celebrating life","Xuso Jones","unknown",27,2012,42
"16303","Locked out of heaven","Bruno Mars","Reggae rock",28,2012,42
"16304","Finally found you","Enrique Iglesias;Sammy Adams","Rock",29,2012,42
"16305","Balada","Gusttavo Lima","unknown",30,2012,42
"16306","Scream","Usher","Thrash metal, Metalcore",31,2012,42
"16307","Una sola voz","Macaco","Pop latino",32,2012,42
"16308","This is love","Will.I.Am;Eva Simons","Pop, eurodance, techno",33,2012,42
"16309","Última noche en la tierra","La Musicalité","unknown",34,2012,42
"16310","Starships","Nicki Minaj","Eurodance, Europop",35,2012,42
"16311","Celebrate","Mika;Pharrell Williams","Pop, dance-pop, electropop",36,2012,42
"16312","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",37,2012,42
"16313","Princess of China","Coldplay;Rihanna","Electropop, Pop",38,2012,42
"16314","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",39,2012,42
"16315","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",40,2012,42
"16316","Se vende","Alejandro Sanz","Comedia / Mediometraje",1,2012,43
"16317","Tanto","Pablo Alborán","Piano popBalada",2,2012,43
"16318","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",3,2012,43
"16319","Wide awake","Katy Perry","Rock alternativo",4,2012,43
"16320","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",5,2012,43
"16321","We are never ever getting back together","Taylor Swift","Pop, Disco, Bubblegum pop",6,2012,43
"16322","Don't give up my game","Auryn","unknown",7,2012,43
"16323","Set fire to the rain","Adele","Soul, jazz, blues, pop",8,2012,43
"16324","Call me maybe","Carly Rae Jepsen","Dance, synthpop",9,2012,43
"16325","Pan y mantequilla","Efecto Pasillo","unknown",10,2012,43
"16326","Girl on fire","Alicia Keys","R&B, hip hop",11,2012,43
"16327","Noche de estrellas","Jose de Rico & Henry Méndez;Jay Santos","Reggaeton, ""Dance tropical""",12,2012,43
